id,train_or_test,length,Title,Author,date,lang,date-bucket,length-log,the,and,of,to,in,that,a,is,it,be
2491,train,8535,"A sermon preached before the Honorable House of Commons at St. Margaret's Westminster, on Wednesday the 21th of May, 1690, being the day of the monthly-fast by John Sharp ...","Sharp, John, 1645-1714.",1690,English,1650-1699,9,0.05108377270064441,0.04768599882835384,0.03866432337434095,0.03292325717633275,0.016520210896309315,0.028002343292325718,0.012185120093731693,0.016051552431165787,0.011130638547158758,0.01265377855887522
2492,train,6447,"A sermon preached before the Lords spiritual and temporal in Parliament assembled, in the Abbey-church at Westminster on the fifth of November, 1691 / by the Archbishop of York.","Sharp, John, 1645-1714.",1691,English,1650-1699,8,0.04079416782999845,0.04125950054288817,0.04001861330851559,0.035985729796804714,0.01969908484566465,0.03040173724212812,0.018147975802698932,0.017837753994105785,0.020009306654257795,0.016907088568326355
2493,train,10676,"A sermon preached before the Right Honorable the Lord Mayor, and Aldermen of London, at Bow-church by John Sharp ...","Sharp, John, 1645-1714.",1676,English,1650-1699,9,0.04112026976395654,0.042056950168602475,0.03971524915698763,0.0358748594979393,0.019857624578493816,0.025665043087298615,0.019201948295241664,0.01807793180966654,0.019857624578493816,0.013769201948295241
2494,test,9150,"The things that make for peace delivered in a sermon preached before the Right Honorable the Lord Mayor, and the Court of Aldermen, at Guild Hall Chapel, upon the 23 of August, 1674 / by John Sharp ...","Sharp, John, 1645-1714.",1674,English,1650-1699,9,0.051256830601092894,0.03825136612021858,0.039344262295081964,0.04,0.019344262295081967,0.028415300546448086,0.014098360655737704,0.014754098360655738,0.014754098360655738,0.015846994535519125
2495,test,25338,"The great commandment A discourse upon Psalm. 73. 25. showing that God is all things to a religious soul. Being a further explication of a short discourse called, The angelical life, formerly written by the same author S.S.","Shaw, Samuel, 1635-1696.",1678,English,1650-1699,10,0.05276659562712131,0.046491435788144284,0.04562317467834872,0.027981687583866127,0.022219591127950113,0.017759886336727444,0.016181229773462782,0.01847028179019654,0.014089509827137105,0.012510853263872444
2496,test,72211,Miscellaneous essays by Monsieur St. Euremont ; translated out of French. With a character / by a person of honor here in England ; continued by Mr. Dryden.,"Saint-Evremond, 1613-1703.; Dryden, John, 1631-1700.",1692,English,1650-1699,11,0.06235892038609076,0.02816745371203833,0.04749968841312265,0.038027447341817726,0.01850133636149617,0.020426250848208722,0.020370857625569512,0.012989710708894766,0.01235268864854385,0.007104180803478694
2497,test,72211,Miscellaneous essays by Monsieur St. Euremont ; translated out of French. With a character / by a person of honor here in England ; continued by Mr. Dryden.,"Saint-Evremond, 1613-1703.; Dryden, John, 1631-1700.",1692,English,1650-1699,11,0.06235892038609076,0.02816745371203833,0.04749968841312265,0.038027447341817726,0.01850133636149617,0.020426250848208722,0.020370857625569512,0.012989710708894766,0.01235268864854385,0.007104180803478694
2498,train,22854,"The loves of Amandus and Sophronia, historically narrated a piece of rare contexture, enriched with many pleasing odes and sonnets, occasioned by the jocular or tragical occurrences happening in the progress of the history : disposed into three books or tracts / by Samuel Sheppard.","Sheppard, S. (Samuel)",1650,English,1650-1699,10,0.04813161809748841,0.03062921151658353,0.03006038330270412,0.03443598494793034,0.015139581692482716,0.015314605758291765,0.016145970070884745,0.004025553513608121,0.005513258072985036,0.005513258072985036
2499,test,129767,"Action upon the case for slander, or, A methodical collection under certain heads of thousands of cases dispersed in the many great volumns of the law, of what words are actionable and what not and of a conspiracy, and of a libel : being a treatise of very great use and consequence to all men, especially in these times, wherein actions for slander are more common than in times past : with an exact table annexed for the ready finding out of any thing therein / by W. Sheppard.","Sheppard, William, d. 1675?",1662,English,1650-1699,11,0.04420230104726163,0.03624958579608067,0.030855302195473423,0.018826049766119273,0.016953462744765616,0.016668336325876377,0.026917475167030136,0.014495210646774602,0.019041821110143565,0.011189285411545308
2500,train,54440,"The practical Christian divided into four parts. I. The practice of self-examination, and a form of confession fitted thereunto; the Lord's Prayer and penitential Psalms paraphrased; with meditations, and prayers to be made partakers of Christ's merits. II. Directions, meditations and prayers, in order to the worthy receiving of the Holy Communion of the body and blood of Christ. III. Meditations with Psalms for the hours of prayer, the ordinary actions of day and night, with other religious considerations and concerns. IV. Meditations with Psalms--- upon the four last things; 1. Death, 2. Judgment, 3. Hell, 4. Heav[en.] The third and fourth parts make the second volume, formerly called the second part. By R. Sherlock D.D. Rector of Winwick.","Sherlock, R. (Richard), 1612-1689.",1677,English,1650-1699,10,0.05966201322556943,0.053875826598089635,0.04955914768552535,0.025991917707567962,0.020867009551800146,0.009753857457751652,0.007880235121234386,0.009919177075679648,0.004114621601763409,0.009717119764878766
2501,train,44802,The case of resistance of the supreme powers stated and resolved according to the doctrine of the Holy Scriptures by Will. Sherlock ...,"Sherlock, William, 1641?-1707.",1684,English,1650-1699,10,0.050712021784741754,0.045466720235703764,0.034150261149055845,0.03923931967322888,0.012477121557073345,0.018816124280166064,0.015445739029507612,0.017923306995223428,0.01343690013838668,0.011271818222400786
2502,test,73883,A practical discourse concerning death by William Sherlock ...,"Sherlock, William, 1641?-1707.",1689,English,1650-1699,11,0.04482763287901141,0.046681916002328,0.03992799426119675,0.03321467725999215,0.01528091712572581,0.015050823599474844,0.01848869157993043,0.02061367296942463,0.014807195159915,0.011531746139165978
2503,test,43824,"A short summary of the principal controversies between the Church of England, and the church of Rome being a vindication of several Protestant doctrines, in answer to a late pamphlet entitled, Protestancy destitute of Scripture-proofs.","Sherlock, William, 1641?-1707.",1687,English,1650-1699,10,0.060560423512230746,0.040183461117196055,0.043560606060606064,0.03101040525739321,0.017136728733114275,0.01884811975173421,0.014649507119386639,0.01960113179992698,0.01346294267981015,0.01207101131799927
2504,train,20676,"A vindication of the Brief discourse concerning the notes of the church in answer to a late pamphlet entitled, The use and great moment of the notes of the church, as delivered by Cardinal Bellarmin, De notis ecclesiae, justified ...; De notis ecclesiae","Sherlock, William, 1641?-1707.",1687,English,1650-1699,9,0.0693557748113755,0.03264654672083575,0.0401915264074289,0.02693944670148965,0.012139678854710775,0.017846778874056876,0.020700328883729927,0.023892435674211645,0.013348810214741729,0.014993228864383826
2505,test,84326,A vindication of the doctrine of the holy and ever blessed Trinity and the Incarnation of the Son of God occasioned by the Brief notes on the Creed of St. Athanasius and the Brief history of the Unitarians or Socinians and containing an answer to both / by William Sherlock.,"Sherlock, William, 1641?-1707.",1691,English,1650-1699,11,0.06478428954296421,0.04700804022484168,0.036311457913336335,0.025069373621421625,0.017100301211963095,0.01817944643407727,0.01595000355762161,0.027725731091241133,0.012155207172165167,0.01208405473993786
2506,train,38086,"Chronoi apykatastaseoz panton, or, The times of restitution of all things with their near approach upon the ruin of the beast : manifest by two tracts on Rev. 20.5 & Rev. 21.5 containing the main scope of all Revelation prophecy ... : which said two last tracts may fitly be entitled An alarm to this present world ... / by William Sherwin.","Sherwin, William, 1607-1687?",1675,English,1650-1699,10,0.07787638502336816,0.03836055243396524,0.0468676153967337,0.026755238145250222,0.024287139631360605,0.016594024050832327,0.005225017066638659,0.009531061282360972,0.00590768261303366,0.015123667489366171
2507,train,15464,"Logos peru logou, or, The word written concerning the Word everliving viz. as touching his glorious kingly office on earth to come : witnessing that Jesus Christ shall have a visible glorious kingdom in the world ... / by William Sherwin ...","Sherwin, William, 1607-1687?",1670,English,1650-1699,9,0.07824624935333678,0.04203310915675116,0.043520434557682355,0.02541386445938955,0.02515519917227108,0.014226590791515777,0.006078634247284014,0.009699948266942576,0.005884635281945163,0.01532591826176927
2508,train,15472,"England's safety, or, A bridle to the French King proposing a sure method for encouraging navigation, and raising qualified seamen for the well manning Their Majesty's fleet on any occasion, in a months time, without impressing, and a competent provision for all such as shall be wounded in service against the enemy, either in Their in Their Majesty's ships of war, privatiers, or merchant men, to encourage the better defending them : also an in-flight into the advantages may be made by the herring and other fisheries, in respect to the breeding of seamen, and otherwise : together with a proposal for the maintenance and education of the male children ... : also encouragement for commanders of men of war, privatiers and seamen, in taking any ship, or effects of the enemies, and all to be done, without any sensible charge or burthern to the kingdom / by Captain George St. Lo...","St. Lo, George, d. 1718.",1693,English,1650-1699,9,0.052611168562564634,0.04039555325749742,0.031217683557394005,0.03535418821096174,0.020617890382626684,0.018355739400206825,0.01609358841778697,0.007497414684591521,0.008531540847983455,0.01842037228541882
2509,train,4945,"The plain dealing poulterer: or, A poulterer's shop opened with all sorts of ware, and how to know the young from the old, being dead or alive. Also how to feed and fatten fowl in a short time, with other things necessary to be known. Very useful for gentlemen and other[s,] that they may not be deceived. By Adam Shewring, a Poulterer.","Shewring, Adam.",1695,English,1650-1699,8,0.04509605662285136,0.054196157735085945,0.02507583417593529,0.010111223458038422,0.023053589484327605,0.005662285136501517,0.05480283114256825,0.02062689585439838,0.02992922143579373,0.022851365015166835
2510,train,25662,"Henry the Third of France, stabbed by a friar, with the fall of the Guise a tragedy acted at the Theater Royal / by Thomas Shipman.","Shipman, Thomas, 1632-1680.",1678,English,1650-1699,10,0.03249941547813888,0.02949886992440184,0.017301847089081134,0.022289766970618036,0.011807341594575638,0.008845764164913101,0.01430130153534409,0.012664640324214792,0.009819967266775777,0.007209102953783805
2511,train,27224,"Grammatica Anglo-Latina. An English and Latin grammar The rules composed in English and Latin verse: for the greater delight and benefit of the learners, By James Shirley.","Shirley, James, 1596-1666.",1651,,1650-1699,10,0.030377607992947402,0.016235674404936822,0.014582721128416104,0.0263003232441963,0.011827799000881576,0.0034528357331766093,0.022663826035850723,0.010909491625036733,0.0055465765501028505,0.007162797531589774
2512,train,19135,"The politician, a tragedy written by James Shirley.","Shirley, James, 1596-1666.",1655,English,1650-1699,9,0.027697935719885027,0.026234648549777893,0.015259994773974392,0.027332113927358244,0.010974653775803502,0.008831983276718056,0.018500130650640188,0.015730337078651686,0.012437940945910634,0.008570681996341782
2513,test,3466,"The famous history of Aurelius the valiant London-prentice showing his noble exploits at home and abroad, his love, and great success. very pleasant and delightful. Written for encouragement of youth, by J.S. This may by printed, R.P.","J. S. (John Shirley), fl. 1680-1702.",1686,English,1650-1699,8,0.04645124062319676,0.041257934218118866,0.029140219272937102,0.034910559723023656,0.019042123485285632,0.017022504327755338,0.019619157530294286,0.0014425851125216386,0.007789959607616849,0.005193306405077899
2514,test,3466,"The famous history of Aurelius the valiant London-prentice showing his noble exploits at home and abroad, his love, and great success. very pleasant and delightful. Written for encouragement of youth, by J.S. This may by printed, R.P.","J. S. (John Shirley), fl. 1680-1702.",1686,English,1650-1699,8,0.04645124062319676,0.041257934218118866,0.029140219272937102,0.034910559723023656,0.019042123485285632,0.017022504327755338,0.019619157530294286,0.0014425851125216386,0.007789959607616849,0.005193306405077899
2515,test,22844,"A philosophical essay declaring the probable causes whence stones are produced in the greater world from which occasion is taken to search into the origin of all bodies, discovering them to proceed from water and seeds : being a prodromus to a medicinal tract concerning the causes and cure of the stone in the kidneys and bladders of men / written by Dr. Thomas Sherley ...","Sherley, Thomas, 1638-1678.",1672,English,1650-1699,10,0.057564349500963057,0.03913500262651025,0.04338119418665733,0.021230957800735424,0.02149360882507442,0.017641393801435826,0.016371913850464017,0.01540886009455437,0.01685344072841884,0.011075118192960953
2516,test,4870,"A short account how the kingdom of Denmark became hereditary and absolute, by a difference betwixt the Lords and Commons Published as a warning to other nations.",,1700,English,1700-1749,8,0.08213552361396304,0.03696098562628337,0.037987679671457907,0.03572895277207392,0.020739219712525667,0.019301848049281315,0.016632443531827516,0.0012320328542094455,0.009240246406570842,0.008008213552361396
2517,test,7149,"A Short discourse upon the designs, practices, & counsels of France in a letter to a friend.",,1677,English,1650-1699,8,0.07245768638970485,0.04168415162959854,0.043502587774513914,0.028955098615190935,0.02084207581479927,0.020562316407889213,0.01888375996642887,0.012868932717862637,0.014407609455867953,0.009651699538396978
2518,test,2476,Short principles of religion,,1644,English,1642-1649,7,0.06462035541195477,0.04523424878836834,0.04765751211631664,0.017366720516962843,0.019386106623586433,0.008077544426494346,0.03917609046849758,0.01655896607431341,0.005654281098546043,0.007269789983844911
2519,test,14723,"Archerie revived, or, The bow-man's excellence an heroic poem : being a description of the use and noble virtues of the long-bow in our last age, so famous for the many great and admired victories won by the English, and other warlike nations over most part of the world : exhorting all brave spirits to the banishment of vice, by the use of so noble and healthful an exercise / written by Robert Shotterel and Thomas Durfey ...","Shotterel, Robert.; D'Urfey, Thomas, 1653-1723.",1676,English,1650-1699,9,0.04734089519798954,0.03735651701419548,0.029817292671330573,0.02927392515112409,0.015078448685729811,0.01630102560619439,0.017863207226788018,0.006588331182503566,0.008286354683148815,0.007199619642735856
2520,test,8486,A second vindication of the magistracy and government of England by way of an answer to the several replies &c.,"Shower, Bartholomew, Sir, 1658-1701.",1689,English,1650-1699,9,0.07188310157907142,0.040065991044072595,0.03653075654018383,0.029224605232147066,0.018972425170869667,0.02321470657553618,0.01744049021918454,0.021093565873202925,0.016615602168277163,0.00919160971011077
2521,train,32221,"The novels of Dom Francisco de Quevedo Villegas, knight of the order of St. James Faithfully Englished. Whereunto is added, The marriage of Belphegor, an Italian novel. Translated from Machiavel.","Quevedo, Francisco de, 1580-1645. aut; Salas Barbadillo, Alonso Jeronimo, 1581-1635.; Machiavelli, Niccolo, 1469-1527. Novella di Belfagor. English. aut",1671,English,1650-1699,10,0.053567549113931905,0.03367369107104062,0.03463579653021321,0.034139225970640265,0.017317898265106605,0.017348933925079916,0.021911175941156387,0.003010459017411005,0.009093448372179633,0.005896775394928773
2522,train,43364,"The friar, or, An historical treatise wherein the idle lives, vitiousness, malice, folly, and cruelty of the friars is described : in two parts, tragical and comical : collected out of sundry authors, and several languages, and caused to be translated into English / by James Salgado ...","Salgado, James, fl. 1680.",1680,English,1650-1699,10,0.05273959966792731,0.03781938935522553,0.029586753989484363,0.03754266211604095,0.014228392214740338,0.01784890692740522,0.01897887648740891,0.0035282722996033576,0.007402453648187437,0.007171847615533622
2523,test,1043,"To the King's most excellent Majesty. The humble petition of Algernoon Sidney, Esquire","Sidney, Algernon, 1622-1683.",1683,English,1650-1699,6,0.05752636625119846,0.027804410354745925,0.04314477468839885,0.03643336529242569,0.01725790987535954,0.02109300095877277,0.02109300095877277,0.003835091083413231,0.012464046021093,0.01725790987535954
2524,test,165791,"The second Punick war betwwen Hannibal, and the Romans the whole seventeen books, Englished from the Latin of Silius Italicus : with a continuation from the triumph of Scipio, to the death of Hannibal / by Tho. Ross ...; Punica. English","Silius Italicus, Tiberius Catius.; Ross, Thomas, d. 1675.",1661,English,1650-1699,12,0.060322936709471565,0.037909174804422435,0.021907099902889783,0.026424836088810612,0.015000814278217756,0.012829405697534848,0.014494152276058412,0.002949496655427617,0.003226954418514877,0.0037698065636856044
2525,train,18483,"The division-violist, or, An introduction to the playing upon a ground divided into two parts, the first directing the hand, with other preparative instructions, the second laying open the manner and method of playing ex-tempore, or composing division to a ground : to which, are added some divisions made upon grounds for the practice of learners / by Chr. Simpson.","Simpson, Christopher, d. 1669.",1659,English,1650-1699,9,0.06113726126711032,0.0219120272683006,0.03229995130660607,0.02948655521289834,0.024995942217172537,0.012281556024454904,0.023751555483417192,0.012660282421684791,0.012443867337553427,0.009792782556944218
2526,train,2075,"A declaration unto all, both priests and people first to the priests that they may read themselves and see their shame, secondly that people may know their bondage and to whom they are in bondage to / by William Stymson.","Simpson, William, 1627?-1671.",1655,English,1650-1699,7,0.06313253012048192,0.048192771084337345,0.030843373493975902,0.021686746987951807,0.01831325301204819,0.01108433734939759,0.006265060240963855,0.013975903614457831,0.0024096385542168672,0.005783132530120482
2527,test,9321,"A sermon preached before the Societies for Reformation of Manners in Dublin, April the 11th, 1699 by Alex. Sinclare ; published at the desire of the said societies.","Sinclare, Alex.",1699,English,1650-1699,9,0.05771912884883596,0.052140328290955905,0.041519150305761185,0.0365840575045596,0.01823838643922326,0.020491363587597896,0.012981439759682438,0.009977470228516253,0.012766870507456281,0.01180130887243858
2528,test,192664,"The History of the Turks describing the rise and ruin of their first empire in Persia, the original of their second : containing the lives and reigns of their several kings and emperors from Ottoman its first first founder to this present year, 1683, being a succinct series of history, of all their wars (foreign and domestic) policies, customs, religion and manners, with what else is worthy of note in that great empire.",I. S.,1683,English,1650-1699,12,0.08429182410829215,0.03389839305734335,0.045036955528796246,0.03538803305236059,0.017003695552879623,0.013899846364655567,0.014512311589087739,0.001006934352032554,0.004915292945231076,0.004365112319893701
2529,test,1025,"A new catichisme for ever: or, The mite of a minister Cast into a catechism, for the preparation of his people, before they receive the supper of the Lord. By Joshuah Siston, minister at Grauby, in the vale of Bever.","Siston, Joshua, b. 1603 or 4.",1650,English,1650-1699,6,0.06634146341463415,0.03414634146341464,0.03121951219512195,0.011707317073170732,0.027317073170731707,0.013658536585365854,0.015609756097560976,0.023414634146341463,0.004878048780487805,0.006829268292682927
2530,train,4399,Plain and peaceable advice to those called Presbyterians in Scotland by Alexander Skene.,"Skene, Alexander.",1681,English,1650-1699,8,0.052739258922482386,0.042964310070470565,0.03841782223232553,0.03773584905660377,0.020913844055467153,0.017276653784951124,0.01091157081154808,0.00681973175721755,0.00681973175721755,0.012502841554898841
2531,train,62280,"A salve for every sore, or, A collection of promises out of the whole Book of God and is the Christian centurions infallible ground of conscience, or his poor souls most assured comfortable companion at all times and in all things ... / by Phillip Skippon.","Skippon, Philip, d. 1660.",1643,English,1642-1649,11,0.04836223506743738,0.04356133590237637,0.025032113037893385,0.018689788053949902,0.01711624919717405,0.01605651894669236,0.009505459216441876,0.011416184971098265,0.005892742453436095,0.013904945407835581
2532,train,44632,A discourse of closet (or secret) prayer from Matt. VI 6 first preached and now published at the request of those that heard it / by Samuel Slater.,"Slater, Samuel, d. 1704.",1691,English,1650-1699,10,0.03445958056999462,0.051218856425882774,0.02879100197167951,0.028186054848539165,0.02115074386090697,0.018574117225309193,0.01783473740813766,0.014630758200394335,0.01411543287327478,0.011068291808567844
2533,train,17452,"The souls return to its God, in life, and at death A funeral sermon, preached upon occasion of the death of Mr. John Kent, late of Crouched Friars, who departed this life December. 16. 1689. By Samuel Slater, minister of the Gospel.","Slater, Samuel, d. 1704.",1690,English,1650-1699,9,0.041886316754526705,0.052085720834288335,0.03036901214760486,0.027504011001604402,0.021888608755443503,0.018450607380242953,0.018393307357322943,0.016903506761402703,0.015700206280082514,0.01317900527160211
2534,train,11596,"The predestined thief A dialogue betwixt a rigid Calvinian preacher and a condemned malefactor. In which is not only represented how the Calvinistical opinion occasions the perpetration of wickedness and impieties; but moreover how it does impede and hinder, nay almost impossibilitate the reducing of a sinner to emendation and repentance.","Slatius, Henry, 1585-1623.",1658,English,1650-1699,9,0.03587443946188341,0.037081752328389096,0.0321662642290445,0.027940669196274578,0.013797861331493619,0.01974818903070024,0.01112452569851673,0.0112969989651604,0.013452914798206277,0.010089686098654708
2535,train,37149,"The judgment of the fathers concerning the doctrine of the Trinity opposed to Dr. G. Bull's Defense of the Nicene faith : Part I. The doctrine of the Catholic Church, during the first 150 years of Christianity, and the explication of the unity of God (in a Trinity of Divine Persons) by some of the following fathers, considered.","Smalbroke, Thomas.; Nigh, Stephen, 1648?-1719.",1695,English,1650-1699,10,0.07811784974023527,0.03682467899539691,0.04218148536972731,0.02285391262214326,0.016528035747933996,0.024280599746964924,0.011709601873536299,0.014832162373145979,0.011682683248539664,0.007698726749037659
2536,test,23085,"Animadversions on the eight theses laid down, and the inferences deduced from them in a discourse entitled Church Government part V, lately printed at Oxford","Smalridge, George, 1663-1719.",1687,English,1650-1699,10,0.06575698505523067,0.027030539311241063,0.04271171756551873,0.034307992202729044,0.01918995018410223,0.019579813731860515,0.012562269872211393,0.01030972492960797,0.010006497725795972,0.01139267922893654
2537,train,7940,"Man driven out of the earth and darkness, by the light, life, and mighty hand of God where in plain and simple truths are brought to light, that so the cause of stumbling may be taken from before the eyes of the rulars ... / written ... from their friend ... called of men Humphery Smith.","Smith, Humphrey, d. 1663.",1658,English,1650-1699,8,0.05465994962216625,0.05919395465994962,0.04042821158690176,0.02884130982367758,0.026070528967254408,0.024307304785894206,0.010201511335012594,0.007682619647355163,0.009571788413098237,0.011460957178841309
2538,train,18620,"Horological disquisitions concerning the nature of time, and the reasons why all days, from noon to noon, are not alike twenty four hours long in which appears the impossibility of a clock's being always kept exactly true to the sun : with tables of equation, and newer and better rules ... how thereby precisely to adjust royal pendulums ... : with a table of pendulums, showing the beats that any length makes in an hour ... / by John Smith ... ; to which is added The best rules for the ordering and use both of the quicksilver and spirit weather-glasses, and Mr. S. Watson's rules for adjusting a clock by the fixed stars.","Smith, John, fl. 1673-1680.",1694,English,1650-1699,9,0.07814178302900107,0.024436090225563912,0.03544575725026853,0.02346938775510204,0.02078410311493018,0.01783029001074114,0.017508055853920516,0.013319011815252416,0.019763694951664877,0.016058002148227713
2539,test,104170,"Salmasius his buckler, or, A royal apology for King Charles the martyr dedicated to Charles the Second, King of Great Britain.","Bond, Cimelgus.",1662,English,1650-1699,11,0.0637515599500816,0.04342901027167131,0.030431026207161368,0.02500719976960737,0.013017183450129595,0.0124124028031103,0.01247000095996928,0.013151579149467216,0.008476528751079964,0.008649323221656907
2540,test,3004,"The true account of the behavior and confession of the criminals, condemned on Thursday the 15th day of April, 1686 at Justice-Hall in the Old-Bayly viz. Peter Lary, John Toy, Elizabeth Churchill, John Crofts, John Steers, and Rebeckah Rose, of which Peter Lary was this present Wednesday the 21st of April, executed at Tyburn, and the other five reprieved.","Smith, Samuel, 1620-School.",1686,English,1650-1699,8,0.05059920106524634,0.0326231691078562,0.041278295605858856,0.03695073235685752,0.016977363515312916,0.02529960053262317,0.013648468708388815,0.008988015978695073,0.005326231691078562,0.008655126498002664
2541,train,56135,"Remarks upon the manners, religion and government of the Turks together with a survey of the seven churches of Asia, as they now lie in their ruins, and a brief description of Constantinople / by Tho. Smith ...; Epistolae duae. English","Smith, Thomas, 1638-1710.",1678,English,1650-1699,10,0.07164870401710163,0.045711231851785876,0.048133962768326356,0.028395831477687716,0.01895430658234613,0.009174311926605505,0.020842611561414447,0.009904694041150797,0.009708737864077669,0.00632404026008729
2542,test,15612,A sermon of the credibility of the mysteries of the Christian religion preached before a learned audience / by Tho. Smith ...,"Smith, Thomas, 1638-1710.",1675,English,1650-1699,9,0.05534204458109147,0.053804765564950036,0.04739943633102742,0.02824750192159877,0.019536254163464002,0.017934921854983348,0.013451191391237509,0.012810658467845248,0.01396361772995132,0.011145272867025366
2543,test,6416,"The charge given by Sr. William Smith, Brt. at the quarter sessions of the peace held for the county of Middlesex, at Westminster, on Monday the 24th of April, 1682.","England and Wales. Court of Quarter Sessions of the Peace (Middlesex); Smith, William, Sir, 1616 or 17-1696.",1682,English,1650-1699,8,0.059071072319201993,0.048628428927680795,0.033354114713216955,0.03865336658354115,0.011221945137157107,0.014806733167082293,0.015741895261845384,0.015430174563591022,0.014650872817955112,0.016365336658354115
2544,train,2462,"Christendoms call to repentance who is adulterated and gone out from the life of her maker, and gone into the spiritual whoredoms, from the life which was among the apostles, which, with the light, is seen and made manifest, which now shines, that comes from the Word which was in the beginning, before whom all things are bare and naked and nothing can be hid / by W.S.","Smith, William, d. 1673.",1661,English,1650-1699,7,0.0710804224207961,0.0694557270511779,0.03614947197400487,0.01949634443541836,0.015028432168968318,0.017465475223395612,0.006092607636068237,0.015840779853777416,0.006498781478472786,0.01380991064175467
2545,train,16369,"The faithful witness, or, A hand of love reached forth, that the blind may be guided, and the scattered gathered also, man's sin and rebellion declared and the long-suffering of the Lord showed: with a true call unto all people to meet the Lord by speedy repentance ..., also the state of professors plainly manifested ..., with a warning unto all the tender hearted amongst them to arise, and receive the hand of love ... : also, truth defended and cleared from the lies and slanders declared by Jonathan Johnson of Lincoln, a Baptist in profession / from one who bears no evil will to any man, but wishes well to all men, and am known to many by the name of William Smith.","Smith, William.",1659,English,1650-1699,9,0.057486712688618734,0.06261836398069522,0.033294642311686724,0.027857535585558067,0.030728816665648483,0.019976785387012034,0.00983566497647993,0.0179607795222677,0.015333862789419023,0.009285845195186023
2546,train,4965,"An holy kiss of peace, sent from the seed of life, greeting all the lambs and little ones with a tender salutation with a few words, entitled, relief sent forth into the camp of Israel.","Smith, William, d. 1673.",1660,English,1650-1699,8,0.050352467270896276,0.07351460221550855,0.030614300100704935,0.01772406847935549,0.0283987915407855,0.014098690835850957,0.0074521651560926485,0.014702920443101713,0.01188318227593152,0.013091641490433032
2547,test,7701,"A spiritual prospective glass Through which the rulers and people of England, may plainly see those things which concerns their peace. Being a manifestation from the Spirit of God, in love to all people. By one that desires the prosperity of truth, and the peace of the nation. W.Smith.","Smith, William, d. 1673.",1670,English,1650-1699,8,0.052330866121282946,0.0706401766004415,0.029087131541358262,0.02999610440202571,0.02999610440202571,0.022464614985066873,0.011297234125438253,0.014803272302298403,0.01882872354239709,0.01246591351772497
2548,train,4081,"A true, short, impartial relation, containing the substance of the proceedings at the assize held the 12th and 13th day of the month called August, 1664, at the town of Hertford (Orlando Bridgman being judge) chiefly with and against nine prisoners called Quakers : as it was then noted and observed first in short-writing, and now made public, partly to prevent various reports, and partly to inform people of the illegal proceedings of the said court against the prisoners aforesaid, eight of which were sentenced to be transported beyond the seas, there to remain for seven years / W.S.","Smith, William, d. 1673.; G. W.",1664,English,1650-1699,8,0.0646900269541779,0.03896103896103896,0.03013967164910561,0.028424405782896348,0.018622886547414848,0.01543739279588336,0.009556481254594462,0.0078412153883852,0.008821367311933349,0.010536633178142612
2549,train,7291,"The work of Gods power in man with something that the spirit of truth leads to practice, and what it leads to deny ... / W.S.","Smith, William, d. 1673.",1663,English,1650-1699,8,0.06583459059113976,0.06432588122342614,0.03428884926621863,0.025785214648196404,0.030174187354272387,0.023316417501028665,0.009326567000411465,0.028254011795364145,0.010149499382800712,0.010835276368125086
2550,test,151626,"The anatomy of an horse containing an exact and full description of the frame, situation and connection of all his parts, (with their actions and uses) expressed in forty-nine copper plates) : to which is added an appendix containing two discourses, the one, of the generation of animals, and the other, of the motion of the chyle, and the circulation of the blood / by Andrew Snape ...","Snape, Andrew, b. 1644.",1683,English,1650-1699,11,0.1135161515835015,0.030344400036932978,0.05090815559336789,0.02227850104863282,0.016685792674079644,0.015004023056731694,0.012675926292324535,0.02045163758194505,0.01998997533404561,0.006192869296822444
2551,train,5230,"Sober advice to churchwardens in a letter to a churchwarden in London, from his friend out o7the country, and may serve indifferently for constables, and others, who are required to make presentiments for not going to their parish-churches, or communicating, &c.",,1683,English,1650-1699,8,0.047418738049713194,0.030592734225621414,0.04034416826003824,0.04244741873804971,0.02237093690248566,0.023709369024856597,0.019694072657743786,0.012810707456978968,0.011281070745697896,0.015296367112810707
2552,train,5847,"A solemn engagement of the army under the command of His Excellency Sir Thomas Fairfax with a declaration of their resolutions, as to disbanding, and a brief vindication of their principles and intentions in relation to diverse scandalous things suggested against them : together with the representations of the dissatifactions of the Army, in relation to the late resolutions for so sudden disbanding, showing the particulars of their former greivances : wherein they did remain unsatisfied ... presented to the general, and by him to be humbly presented to the Parliament : with His Excellencies letter to the speaker, June the 8, sent with the same.","England and Wales. Army.; Fairfax, Thomas Fairfax, Baron, 1612-1671.",1647,English,1642-1649,8,0.07114759705832051,0.043099025141098,0.047032666324610915,0.03813921669232085,0.024799042243885756,0.013511202325979136,0.009919616897554303,0.002736446040704635,0.008038310244569866,0.01180092355053874
2553,train,2142,"The Solemn mock-procession, or, The Trial & execution of the pope and his ministers on the 17 of Nov. at Temple Bar where, being brought before the figure of Q. Elizabeth, he receives his first sentence, and afterward led before the statue or tribunal of K. Charles the Second : on the other side he receives his final doom and downfall, viz. to be burnt with all his fry into ashes and the same to be scattered about, that thence might never spring hereafter in England one popish phoenix.",,1680,English,1650-1699,7,0.05228758169934641,0.04435107376283847,0.043884220354808594,0.02380952380952381,0.029411764705882356,0.0196078431372549,0.021942110177404297,0.016339869281045753,0.006535947712418301,0.0070028011204481795
