id,actual,RandForest,RandForest-Bal
2225,True,0.99,1.0
2226,True,0.99,1.0
2227,True,0.99,1.0
2228,True,0.71,0.82
2229,False,0.13,0.25
2230,True,0.95,0.98
2231,True,0.92,0.98
2232,True,0.84,0.83
2233,True,0.96,0.93
2234,True,0.85,0.86
2235,True,0.91,0.92
2236,True,0.97,0.97
2237,True,0.97,0.97
2238,True,0.94,0.96
2239,True,0.76,0.76
2240,True,0.89,0.89
2241,True,0.76,0.85
2242,True,0.93,0.97
2243,True,0.86,0.87
2244,True,0.91,0.97
2245,True,0.99,0.93
2246,True,0.91,0.94
2247,True,0.85,0.83
2248,True,0.98,0.96
2249,True,0.92,0.95
2250,True,0.98,0.93
2251,True,0.86,0.91
2252,True,0.96,1.0
2253,True,0.76,0.8
2254,True,0.95,0.96
2255,True,0.81,0.88
2256,True,0.91,0.89
2257,True,0.76,0.84
2258,True,0.86,0.9
2259,True,0.89,0.94
2260,True,0.89,0.95
2261,True,0.81,0.7
2262,True,0.83,0.79
2263,True,0.93,0.82
2264,True,0.95,0.89
2265,True,0.66,0.76
2266,True,0.92,0.83
2267,True,0.97,0.98
2268,True,0.97,0.98
2269,True,0.85,0.86
2270,True,0.92,0.93
2271,True,0.66,0.8
2272,True,0.88,0.95
2273,True,0.94,0.95
2274,True,0.94,0.95
2275,True,0.82,0.91
2276,True,0.92,0.91
2277,True,0.93,0.96
2278,True,0.88,0.92
2279,True,0.83,0.84
2280,True,0.7,0.8
2281,True,0.88,0.86
2282,True,0.89,0.92
2283,True,0.91,0.94
2284,True,0.98,0.95
2285,True,0.98,0.93
2286,True,0.97,0.96
2287,True,0.95,0.99
2288,True,0.68,0.71
2289,True,0.99,0.97
2290,True,0.88,0.93
2291,True,0.95,0.98
2292,True,0.97,0.96
2293,True,0.94,0.98
2294,True,0.94,0.98
2295,True,0.95,0.97
2296,True,0.99,0.98
2297,True,0.86,0.83
2298,True,0.87,0.82
2299,True,0.92,0.94
2300,True,0.94,0.96
2301,True,0.92,0.94
2302,True,0.91,0.95
2303,True,0.95,0.87
2304,True,0.7,0.66
2305,True,0.92,0.97
2306,True,0.98,0.97
2307,True,0.9,0.94
2308,True,0.94,0.95
2309,True,0.86,0.89
2310,True,0.87,0.8
2311,True,0.88,0.9
2312,True,0.87,0.89
2313,True,0.81,0.82
2314,True,0.94,0.89
2315,True,0.97,0.97
2316,False,0.31,0.31
2317,True,0.92,0.94
2318,True,0.88,0.92
2319,True,0.72,0.78
2320,True,0.88,0.94
2321,True,0.95,0.98
2322,True,0.96,0.93
2323,True,0.88,0.93
2324,True,0.96,0.96
2325,True,0.72,0.81
2326,True,0.94,0.94
2327,True,0.69,0.7
2328,True,0.63,0.8
2329,True,0.86,0.91
2330,True,0.97,0.92
2331,True,0.85,0.89
2332,True,0.93,0.93
2333,True,0.73,0.67
2334,True,0.94,0.94
2335,True,0.91,0.92
2336,True,0.8,0.77
2337,True,0.79,0.81
2338,True,0.77,0.79
2339,True,1.0,1.0
2340,True,0.97,0.99
2341,True,0.97,0.99
2342,False,0.8,0.74
2343,True,0.97,0.91
2344,True,0.72,0.66
2345,True,0.89,0.9
2346,True,0.98,0.99
2347,True,0.73,0.85
2348,True,0.91,0.93
2349,True,0.82,0.89
2350,True,1.0,0.99
2351,True,1.0,0.99
2352,True,0.85,0.88
2353,True,0.89,0.89
2354,True,0.93,0.94
2355,True,0.99,0.98
2356,True,0.97,0.97
2357,True,0.86,0.91
2358,True,0.75,0.74
2359,True,0.92,0.92
2360,True,0.84,0.94
2361,True,0.9,0.86
2362,True,0.95,0.92
2363,True,0.96,0.94
2364,True,0.93,0.99
2365,True,0.9,0.88
2366,True,0.95,0.88
2367,True,0.89,0.87
2368,True,0.95,0.95
2369,True,0.92,0.94
2370,True,0.99,0.99
2371,True,0.99,0.99
2372,True,0.87,0.91
2373,True,0.87,0.87
2374,True,0.93,0.96
2375,True,0.93,0.92
2376,True,0.76,0.84
2377,True,0.96,0.97
2378,True,0.95,0.96
2379,True,0.83,0.86
2380,True,0.7,0.76
2381,True,0.64,0.65
2382,True,0.64,0.76
2383,True,0.88,0.84
2384,True,0.69,0.79
2385,True,0.66,0.71
2386,True,0.92,0.94
2387,True,0.94,0.91
2388,True,0.95,0.98
2389,True,0.95,0.98
2390,True,0.97,0.97
2391,True,0.94,0.96
2392,True,0.68,0.81
2393,True,0.89,0.91
2394,True,0.91,0.96
2395,True,0.95,0.96
2396,True,0.8,0.86
2397,True,0.83,0.82
2398,False,0.25,0.21
2399,False,0.22,0.3
2400,True,0.8,0.78
2401,True,0.93,0.96
2402,True,0.78,0.87
2403,True,0.92,0.91
2404,True,0.62,0.67
2405,True,0.93,0.93
2406,True,0.92,0.91
2407,True,0.8,0.87
2408,True,0.81,0.82
2409,True,0.64,0.73
2410,True,0.82,0.89
2411,True,0.81,0.86
2412,True,0.96,0.96
2413,True,0.92,0.87
2414,True,0.92,0.94
2415,True,0.99,0.97
2416,True,0.89,0.94
2417,True,0.89,0.94
2418,True,0.82,0.84
2419,True,0.71,0.7
2420,True,0.91,0.91
2421,True,0.89,0.84
2422,True,0.92,0.94
2423,True,0.94,0.89
2424,True,0.91,0.95
2425,True,0.96,0.97
2426,True,0.9,0.93
2427,True,0.96,0.94
2428,True,0.89,0.93
2429,True,0.85,0.77
2430,True,0.9,0.89
2431,True,0.94,0.96
2432,True,0.96,0.97
2433,True,0.8,0.87
2434,True,0.94,0.96
2435,True,0.87,0.83
2436,True,0.93,0.94
2437,True,0.61,0.74
2438,True,0.95,0.93
2439,True,0.93,0.94
2440,True,0.97,0.97
2441,True,0.82,0.88
2442,False,0.25,0.3
2443,True,0.9,0.96
2444,True,0.9,0.96
2445,True,0.81,0.77
2446,True,0.91,0.92
2447,True,0.85,0.88
2448,True,0.81,0.86
2449,True,0.68,0.82
2450,True,0.93,0.92
2451,True,0.83,0.87
2452,True,0.96,0.96
2453,True,0.93,0.9
2454,True,0.7,0.81
2455,True,0.84,0.88
2456,True,0.78,0.91
2457,True,0.72,0.73
2458,True,0.81,0.79
2459,True,0.97,0.95
2460,True,0.84,0.82
2461,True,0.8,0.82
2462,True,0.87,0.89
2463,True,0.98,0.98
2464,True,0.94,0.96
2465,True,0.9,0.9
2466,True,0.85,0.89
2467,True,0.78,0.81
2468,True,0.91,0.94
2469,True,0.69,0.7
2470,True,0.97,0.98
2471,True,0.94,0.93
2472,True,0.96,0.93
2473,True,0.95,0.94
2474,True,0.96,0.99
2475,True,0.96,0.96
2476,True,0.96,0.96
2477,True,0.93,0.94
2478,True,0.89,0.9
2479,True,0.94,0.96
2480,True,0.97,0.97
2481,True,0.97,0.96
2482,True,0.97,0.98
2483,True,0.96,0.97
2484,True,0.82,0.86
2485,True,0.99,0.97
2486,True,0.86,0.8
2487,True,0.97,0.97
2488,True,0.97,0.98
2489,True,0.9,0.98
2490,True,0.95,0.97
2491,True,0.99,0.97
2492,True,0.97,0.94
2493,True,0.98,0.98
2494,True,0.91,0.92
2495,True,0.86,0.84
2496,True,0.97,0.97
2497,True,0.97,0.97
2498,True,0.9,0.89
2499,True,0.76,0.8
2500,True,0.95,0.86
2501,True,1.0,0.96
2502,True,0.89,0.98
2503,True,0.93,0.96
2504,True,0.94,1.0
2505,True,0.9,0.93
2506,True,0.92,0.96
2507,True,0.93,0.95
2508,True,0.98,0.98
2509,True,0.91,0.89
2510,True,0.98,0.97
2511,True,0.87,0.91
2512,True,0.86,0.87
2513,True,0.85,0.86
2514,True,0.85,0.86
2515,True,0.92,0.94
2516,True,0.92,0.98
2517,True,0.87,0.9
2518,True,0.6,0.68
2519,True,0.87,0.89
2520,True,0.92,0.95
2521,True,0.97,0.96
2522,True,0.98,0.94
2523,True,0.78,0.81
2524,True,0.74,0.71
2525,True,0.92,0.9
2526,True,0.89,0.86
2527,True,0.89,0.92
2528,True,0.84,0.83
2529,True,0.68,0.76
2530,True,0.87,0.97
2531,True,0.84,0.78
2532,True,0.94,0.97
2533,True,0.92,0.97
2534,True,0.93,0.95
2535,True,0.95,0.96
2536,True,0.88,0.92
2537,True,0.95,0.93
2538,True,0.96,0.94
2539,True,0.81,0.86
2540,True,0.8,0.85
2541,True,1.0,0.99
2542,True,0.99,0.92
2543,True,0.9,0.9
2544,True,0.91,0.94
2545,True,0.93,0.96
2546,True,0.96,0.95
2547,True,0.78,0.88
2548,True,0.86,0.94
2549,True,0.97,0.94
2550,True,0.84,0.9
2551,True,0.94,0.93
2552,True,0.92,0.94
2553,True,0.93,0.93
2554,True,1.0,0.96
2555,True,0.96,0.96
2556,True,0.77,0.73
2557,True,0.98,0.96
2558,True,0.94,0.98
2559,True,0.99,0.98
2560,True,0.87,0.9
2561,True,0.94,0.96
2562,True,0.84,0.9
2563,True,0.88,0.94
2564,True,0.88,0.94
2565,True,0.59,0.71
2566,True,0.94,0.94
2567,True,0.96,0.94
2568,True,0.88,0.86
2569,True,0.7,0.78
2570,False,0.26,0.21
2571,True,0.86,0.87
2572,False,0.65,0.63
2573,True,0.95,0.99
2574,True,0.92,0.9
2575,True,1.0,0.98
2576,True,0.95,0.92
2577,True,0.95,0.93
2578,True,0.98,0.97
2579,True,0.81,0.75
2580,True,0.92,0.96
2581,True,0.91,0.97
2582,True,0.97,0.99
2583,False,0.21,0.22
2584,True,0.97,0.96
2585,True,0.97,0.96
2586,True,0.88,0.95
2587,True,0.94,0.94
2588,True,0.96,0.96
2589,True,0.97,0.95
2590,True,0.64,0.59
2591,True,0.95,0.97
2592,True,0.96,0.97
2593,True,0.68,0.66
2594,True,0.85,0.93
2595,True,0.98,0.98
2596,True,0.98,0.98
2597,True,0.98,0.98
2598,True,0.98,0.97
2599,True,0.83,0.84
2600,True,0.92,0.94
2601,True,0.94,0.86
2602,True,0.96,0.92
2603,True,0.92,0.98
2604,False,0.21,0.27
2605,True,0.67,0.72
2606,True,0.91,0.94
2607,True,0.92,0.91
2608,True,0.9,0.93
2609,True,0.89,0.92
2610,True,0.92,0.9
2611,True,0.95,0.92
2612,True,0.85,0.81
2613,True,0.94,0.93
2614,True,0.77,0.85
2615,True,0.85,0.86
2616,True,0.81,0.85
2617,True,0.93,0.92
2618,True,0.93,0.99
2619,True,0.95,0.96
2620,True,0.67,0.63
2621,True,0.75,0.82
2622,True,0.99,0.96
2623,True,0.99,0.99
2624,True,0.98,0.96
2625,False,0.29,0.27
2626,True,0.95,0.96
2627,True,0.97,0.96
2628,True,0.9,0.86
2629,True,0.74,0.86
2630,True,0.93,0.93
2631,True,0.89,0.93
2632,True,0.96,0.91
2633,True,0.87,0.87
2634,True,0.94,0.91
2635,True,0.96,0.96
2636,True,0.93,0.95
2637,True,0.96,0.95
2638,True,0.79,0.85
2639,True,0.97,0.99
2640,True,0.74,0.8
2641,True,0.99,1.0
2642,True,0.8,0.91
2643,True,0.88,0.94
2644,True,0.93,0.95
2645,True,0.71,0.81
2646,True,0.9,0.87
2647,True,0.76,0.86
2648,True,0.88,0.9
2649,True,0.88,0.9
2650,True,0.91,0.92
2651,True,0.96,0.95
2652,True,0.91,0.94
2653,True,0.99,0.99
2654,True,0.9,0.79
2655,True,0.94,0.9
2656,True,0.96,0.95
2657,True,0.81,0.84
2658,True,0.93,0.91
2659,True,0.64,0.75
2660,True,0.89,0.92
2661,True,0.93,0.95
2662,True,0.92,0.94
2663,True,0.94,0.96
2664,True,0.75,0.77
2665,True,0.87,0.81
2666,True,0.9,0.9
2667,False,0.62,0.67
2668,True,0.93,0.99
2669,True,0.8,0.79
2670,True,0.9,0.88
2671,True,0.9,0.88
2672,True,0.87,0.84
2673,True,0.85,0.88
2674,True,0.95,0.91
2675,True,0.76,0.78
2676,True,0.86,0.9
2677,False,0.28,0.29
2678,False,0.85,0.78
2679,True,0.92,0.93
2680,True,0.93,0.91
2681,True,0.97,0.98
2682,True,0.87,0.77
2683,True,0.89,0.93
2684,True,0.89,0.94
2685,True,0.91,0.95
2686,True,0.97,0.98
2687,False,0.66,0.61
2688,True,0.91,0.86
2689,True,0.64,0.64
2690,False,0.74,0.78
2691,False,0.23,0.3
2692,True,0.92,0.89
2693,True,0.88,0.96
2694,True,0.99,0.97
2695,True,1.0,0.94
2696,True,0.95,0.98
2697,True,0.96,0.95
2698,True,0.88,0.95
2699,True,0.9,0.91
2700,True,0.88,0.92
2701,True,0.88,0.92
2702,True,0.84,0.85
2703,True,0.89,0.83
2704,True,0.86,0.93
2705,True,0.97,0.91
2706,True,0.75,0.79
2707,True,0.94,0.96
2708,True,0.96,0.93
2709,False,0.26,0.27
2710,True,0.94,0.92
2711,True,0.95,0.89
2712,False,0.24,0.27
2713,True,0.98,0.96
2714,True,0.94,0.93
2715,True,0.67,0.78
2716,True,0.93,0.95
2717,True,0.95,0.98
2718,True,0.92,0.85
2719,True,0.78,0.76
2720,True,0.78,0.76
2721,True,0.9,0.95
2722,True,0.87,0.81
2723,True,0.87,0.91
2724,True,0.75,0.73
2725,True,0.8,0.81
2726,True,0.93,0.95
2727,True,0.91,0.83
2728,True,0.77,0.64
2729,True,0.89,0.92
2730,True,0.97,0.95
2731,True,0.86,0.88
2732,True,0.58,0.7
2733,True,0.79,0.77
2734,True,0.82,0.94
2735,True,0.95,0.95
2736,True,0.75,0.78
2737,False,0.86,0.82
2738,True,0.9,0.95
2739,True,0.81,0.75
2740,True,0.93,0.9
2741,True,0.82,0.93
2742,True,0.86,0.83
2743,True,0.92,0.96
2744,True,0.97,0.99
2745,False,0.76,0.79
2746,True,0.71,0.79
2747,True,0.98,0.96
2748,True,0.89,0.96
2749,True,0.89,0.87
2750,True,0.95,0.97
2751,True,0.57,0.74
2752,True,0.78,0.84
2753,True,0.9,0.84
2754,True,0.91,0.95
2755,True,0.94,0.97
2756,True,0.88,0.94
2757,True,0.89,0.91
2758,True,0.95,0.95
2759,True,0.75,0.86
2760,True,0.95,0.89
2761,True,0.94,0.93
2762,True,0.91,0.96
2763,True,0.97,0.91
2764,True,0.77,0.82
2765,True,0.96,0.97
2766,True,0.95,0.97
2767,True,0.69,0.85
2768,True,0.65,0.69
2769,True,0.95,0.97
2770,True,0.63,0.73
2771,True,0.99,0.95
2772,True,0.94,0.99
2773,True,0.95,0.99
2774,True,0.91,0.9
2775,True,0.91,0.95
2776,True,0.73,0.72
2777,True,0.91,0.9
2778,True,0.9,0.89
2779,True,0.9,0.87
2780,True,0.79,0.85
2781,True,0.93,0.99
2782,True,0.96,0.96
2783,True,0.85,0.81
2784,True,0.98,0.98
2785,True,0.86,0.89
2786,True,0.8,0.9
2787,True,0.93,0.9
2788,True,0.88,0.92
2789,True,0.78,0.84
2790,True,0.92,0.95
2791,True,0.99,0.99
2792,True,0.96,1.0
2793,True,0.98,0.97
2794,True,0.99,0.98
2795,True,0.96,0.98
2796,True,0.96,0.89
2797,True,0.99,0.97
2798,True,0.74,0.85
2799,True,0.77,0.82
2800,True,0.9,0.85
2801,True,0.93,0.93
2802,True,0.94,0.88
2803,True,0.94,0.94
2804,True,0.9,0.86
2805,True,0.96,0.95
2806,True,0.93,0.95
2807,True,0.98,0.95
2808,True,0.93,0.93
2809,True,0.97,0.9
2810,True,0.92,0.92
2811,True,0.79,0.74
2812,True,0.95,0.94
2813,True,0.88,0.91
2814,True,0.87,0.9
2815,True,0.83,0.9
2816,True,0.97,0.92
2817,True,0.98,1.0
2818,True,0.85,0.92
2819,True,0.75,0.82
2820,True,0.91,0.92
2821,True,0.94,0.96
2822,True,0.99,0.98
2823,True,0.8,0.79
2824,True,0.9,0.78
2825,True,0.72,0.82
2826,True,0.84,0.82
2827,True,1.0,0.95
2828,True,1.0,0.95
2829,True,0.82,0.86
2830,True,0.9,0.96
2831,True,0.86,0.85
2832,True,0.93,0.91
2833,True,0.76,0.69
2834,True,0.75,0.78
2835,True,0.76,0.79
2836,True,0.76,0.81
2837,True,0.93,0.93
2838,True,0.85,0.9
2839,True,0.72,0.69
2840,True,0.89,0.9
2841,True,0.97,0.94
2842,True,0.62,0.66
2843,True,0.92,0.94
2844,True,0.88,0.87
2845,True,0.94,0.98
2846,True,0.92,0.94
2847,True,0.96,0.95
2848,True,0.94,0.92
2849,True,0.96,0.97
2850,True,0.94,0.97
2851,True,0.93,0.84
2852,False,0.22,0.28
2853,True,0.96,0.97
2854,True,0.8,0.85
2855,True,0.86,0.9
2856,True,0.92,0.89
2857,True,0.94,0.9
2858,False,0.31,0.3
2859,True,0.75,0.8
2860,False,0.26,0.35
2861,True,0.67,0.8
2862,False,0.53,0.46
2863,True,0.9,0.91
2864,True,0.97,0.95
2865,True,0.75,0.71
2866,True,0.9,0.97
2867,True,0.83,0.89
2868,True,0.86,0.83
2869,False,0.3,0.34
2870,True,0.89,0.92
2871,False,0.24,0.26
2872,True,0.99,0.98
2873,True,0.86,0.91
2874,True,0.82,0.89
2875,True,0.93,0.93
2876,True,0.74,0.75
2877,True,0.92,0.89
2878,True,0.79,0.8
2879,True,0.66,0.69
2880,True,0.75,0.69
2881,True,0.84,0.84
2882,True,0.79,0.76
2883,True,0.7,0.69
2884,True,0.95,0.98
2885,True,0.86,0.88
2886,True,0.97,0.95
2887,True,0.94,0.95
2888,False,0.62,0.68
2889,False,0.68,0.73
2890,False,0.71,0.66
2891,True,0.76,0.67
2892,False,0.41,0.39
2893,False,0.29,0.22
2894,False,0.74,0.73
2895,False,0.75,0.75
2896,False,0.58,0.64
2897,False,0.19,0.22
2898,False,0.4,0.53
2899,False,0.16,0.35
2900,False,0.1,0.07
2901,False,0.17,0.25
2902,False,0.1,0.18
2903,False,0.65,0.64
2904,False,0.19,0.19
2905,False,0.57,0.34
2906,False,0.64,0.57
2907,False,0.21,0.11
2908,False,0.37,0.32
2909,False,0.3,0.25
2910,False,0.57,0.62
2911,False,0.19,0.24
2912,False,0.44,0.47
2913,False,0.28,0.26
2914,False,0.57,0.44
2915,False,0.47,0.5
2916,False,0.18,0.19
2917,False,0.54,0.57
2918,False,0.22,0.14
2919,False,0.27,0.3
2920,False,0.1,0.13
2921,False,0.1,0.13
2922,False,0.29,0.2
2923,False,0.2,0.28
2924,False,0.47,0.55
2925,False,0.13,0.15
2926,False,0.42,0.41
2927,False,0.56,0.5
2928,False,0.2,0.1
2929,False,0.6,0.74
2930,False,0.25,0.27
2931,False,0.11,0.19
2932,False,0.34,0.28
2933,False,0.25,0.27
2934,False,0.59,0.64
2935,True,0.75,0.78
2936,True,0.77,0.81
2937,True,0.91,0.94
2938,True,0.97,0.95
2939,True,0.87,0.9
2940,True,0.97,0.95
2941,True,0.7,0.72
2942,True,0.8,0.84
2943,True,0.88,0.92
2944,True,0.63,0.73
2945,True,0.96,0.97
2946,True,0.93,0.9
2947,False,0.54,0.61
2948,True,0.68,0.69
2949,True,0.96,0.89
2950,True,0.92,0.92
2951,True,0.88,0.91
2952,True,0.67,0.72
2953,True,0.99,0.98
2954,True,0.95,0.96
2955,True,0.96,0.94
2956,True,0.93,0.88
2957,True,0.94,0.94
2958,True,0.9,0.91
2959,True,0.9,0.91
2960,True,0.92,0.95
2961,True,0.92,0.95
2962,True,0.69,0.86
2963,True,0.89,0.88
2964,True,0.83,0.89
2965,True,0.86,0.83
2966,True,0.99,0.97
2967,True,0.96,0.94
2968,True,0.77,0.82
2969,True,0.99,1.0
2970,True,0.85,0.85
2971,True,0.85,0.85
2972,True,0.99,0.99
2973,True,0.92,0.96
2974,True,0.89,0.88
2975,True,0.93,0.92
2976,True,0.92,0.92
2977,True,0.95,0.94
2978,True,0.59,0.63
2979,True,0.95,0.96
2980,True,0.79,0.74
2981,True,0.93,0.84
2982,True,0.91,0.94
2983,True,0.85,0.81
2984,True,0.96,0.95
2985,True,0.94,0.94
2986,True,0.89,0.91
2987,False,0.26,0.27
2988,True,0.95,0.92
2989,True,0.94,0.97
2990,True,0.94,0.88
2991,True,0.9,0.89
2992,True,0.9,0.91
2993,True,0.95,0.9
2994,False,0.6,0.54
2995,False,0.59,0.46
2996,False,0.1,0.11
2997,False,0.49,0.49
2998,False,0.8,0.81
2999,False,0.13,0.09
3000,False,0.68,0.71
3001,False,0.62,0.67
3002,False,0.72,0.68
3003,False,0.24,0.18
3004,False,0.24,0.14
3005,False,0.65,0.77
3006,False,0.68,0.47
3007,False,0.76,0.83
3008,False,0.6,0.63
3009,False,0.45,0.68
3010,False,0.27,0.23
3011,False,0.32,0.36
3012,False,0.22,0.2
3013,False,0.71,0.72
3014,False,0.3,0.22
3015,False,0.72,0.76
3016,False,0.15,0.15
3017,False,0.26,0.32
3018,False,0.26,0.32
3019,False,0.37,0.37
3020,False,0.45,0.43
3021,False,0.21,0.25
3022,False,0.3,0.31
3023,False,0.3,0.22
3024,False,0.56,0.77
3025,False,0.59,0.63
3026,True,0.87,0.96
3027,True,0.81,0.87
3028,True,0.93,0.94
3029,False,0.79,0.8
3030,True,0.95,0.88
3031,True,0.77,0.8
3032,True,0.91,0.89
3033,True,0.91,0.93
3034,True,0.86,0.79
3035,True,0.95,0.95
3036,True,0.95,0.95
3037,True,0.91,0.9
3038,True,0.9,0.88
3039,True,0.76,0.86
3040,True,0.62,0.78
3041,True,0.91,0.9
3042,True,0.94,0.95
3043,True,0.94,0.95
3044,True,0.9,0.89
3045,True,0.85,0.84
3046,True,0.88,0.96
3047,False,0.28,0.29
3048,True,0.88,0.91
3049,True,0.93,0.95
3050,True,0.76,0.69
3051,True,0.92,0.96
3052,True,0.94,0.94
3053,True,0.87,0.96
3054,True,1.0,0.98
3055,True,1.0,0.98
3056,True,0.54,0.52
3057,True,0.55,0.57
3058,True,0.55,0.57
3059,True,0.94,0.91
3060,True,0.93,0.97
3061,True,0.89,0.83
3062,True,0.93,0.89
3063,True,0.93,0.88
3064,True,0.93,0.95
3065,True,0.82,0.87
3066,True,0.93,0.9
3067,True,0.8,0.76
3068,True,0.67,0.74
3069,True,0.92,0.87
3070,True,0.92,0.97
3071,True,0.8,0.76
3072,True,0.9,0.94
3073,True,0.89,0.92
3074,True,0.82,0.86
3075,True,0.88,0.94
3076,True,0.71,0.84
3077,True,0.77,0.78
3078,True,0.72,0.84
3079,True,0.86,0.83
3080,True,0.73,0.75
3081,False,0.69,0.64
3082,True,0.79,0.8
3083,True,0.92,0.98
3084,True,0.99,0.99
3085,True,0.99,0.99
3086,True,0.99,0.99
3087,True,0.78,0.74
3088,True,0.96,0.96
3089,True,0.87,0.87
3090,True,0.91,0.85
3091,True,0.64,0.76
3092,False,0.29,0.27
3093,False,0.82,0.78
3094,True,0.95,0.9
3095,True,0.85,0.67
3096,True,0.96,0.91
3097,False,0.25,0.3
3098,True,0.81,0.89
3099,True,0.73,0.7
3100,True,0.66,0.68
3101,True,0.66,0.68
3102,True,0.87,0.82
3103,True,0.71,0.64
3104,True,0.88,0.92
3105,True,0.88,0.92
3106,True,0.89,0.93
3107,False,0.3,0.33
3108,True,0.77,0.82
3109,True,0.61,0.56
3110,True,0.91,0.94
3111,True,0.89,0.9
3112,True,0.9,0.94
3113,False,0.69,0.74
3114,True,0.76,0.85
3115,True,0.84,0.88
3116,True,0.91,0.95
3117,True,0.78,0.8
3118,False,0.59,0.78
3119,True,0.96,0.94
3120,True,0.62,0.53
3121,True,0.58,0.62
3122,True,0.84,0.94
3123,True,0.84,0.87
3124,True,0.54,0.62
3125,True,0.84,0.83
3126,True,0.83,0.85
3127,True,0.72,0.72
3128,True,0.97,0.99
3129,True,0.78,0.82
3130,True,0.8,0.81
3131,True,0.71,0.71
3132,False,0.67,0.72
3133,True,0.77,0.84
3134,True,0.65,0.79
3135,True,0.91,0.92
3136,True,0.92,0.89
3137,True,0.9,0.92
3138,True,0.66,0.66
3139,True,0.89,0.93
3140,True,0.75,0.76
3141,False,0.78,0.77
3142,True,0.91,0.87
3143,True,0.94,0.99
3144,True,0.96,0.95
3145,True,0.66,0.66
3146,True,0.67,0.75
3147,True,0.77,0.9
3148,True,0.93,0.93
3149,True,0.93,0.93
3150,True,0.77,0.72
3151,True,0.89,0.83
3152,True,0.86,0.93
3153,True,0.81,0.92
3154,True,0.87,0.87
3155,True,0.94,0.94
3156,True,0.93,0.88
3157,True,0.88,0.87
3158,True,0.67,0.76
3159,True,0.76,0.73
3160,True,0.93,0.96
3161,True,0.73,0.63
3162,True,0.86,0.94
3163,True,0.7,0.77
3164,True,0.88,0.86
3165,True,0.73,0.86
3166,True,0.98,0.97
3167,True,0.76,0.83
3168,True,0.93,0.95
3169,True,0.87,0.85
3170,True,0.93,0.99
3171,True,0.82,0.9
3172,True,0.78,0.89
3173,True,0.81,0.74
3174,True,0.56,0.68
3175,True,0.8,0.81
3176,True,0.79,0.83
3177,True,0.91,0.87
3178,True,0.73,0.76
3179,False,0.22,0.25
3180,False,0.35,0.23
3181,True,0.84,0.89
3182,True,0.81,0.81
3183,True,0.79,0.84
3184,True,0.91,0.88
3185,True,0.75,0.76
3186,False,0.18,0.26
3187,False,0.25,0.23
3188,True,0.96,0.91
3189,True,0.93,0.91
3190,False,0.54,0.56
3191,False,0.54,0.56
3192,True,0.94,0.93
3193,True,0.93,0.95
3194,True,0.78,0.86
3195,False,0.3,0.3
3196,True,0.79,0.78
3197,True,0.74,0.73
3198,True,0.93,0.94
3199,True,0.84,0.88
3200,False,0.26,0.24
3201,True,0.75,0.77
3202,True,0.95,0.98
3203,True,0.76,0.73
3204,True,0.94,0.97
3205,True,0.94,0.91
3206,True,0.82,0.8
3207,True,0.77,0.74
3208,True,0.72,0.7
3209,True,0.86,0.84
3210,True,0.55,0.61
3211,True,0.78,0.87
3212,True,0.73,0.65
3213,True,0.89,0.85
3214,True,0.94,0.96
3215,True,0.79,0.9
3216,True,0.82,0.85
3217,True,0.64,0.69
3218,True,0.93,0.96
3219,True,0.73,0.76
3220,True,0.71,0.71
3221,True,0.76,0.83
3222,True,0.57,0.64
3223,True,0.77,0.85
3224,True,0.93,0.91
3225,True,0.83,0.84
3226,True,0.86,0.86
3227,True,0.71,0.71
3228,True,0.71,0.71
3229,False,0.61,0.66
3230,True,0.83,0.84
3231,True,0.62,0.81
3232,True,0.93,0.97
3233,True,0.91,0.88
3234,True,0.92,0.94
3235,True,0.75,0.92
3236,True,0.77,0.7
3237,True,0.89,0.9
3238,True,0.66,0.66
3239,False,0.25,0.25
3240,True,0.85,0.92
3241,True,0.96,0.96
3242,False,0.32,0.18
3243,True,0.86,0.95
3244,True,0.82,0.85
3245,True,0.76,0.77
3246,True,0.88,0.95
3247,True,0.92,0.93
3248,True,0.92,0.93
3249,True,0.93,0.96
3250,True,0.99,0.93
3251,True,0.99,0.93
3252,True,0.91,0.95
3253,True,0.71,0.68
3254,True,0.94,0.94
3255,False,0.28,0.28
3256,True,0.96,0.96
3257,True,0.82,0.87
3258,False,0.26,0.32
3259,True,0.94,0.95
3260,True,0.98,0.94
3261,True,0.98,0.94
3262,True,0.74,0.74
3263,True,0.89,0.95
3264,True,0.84,0.92
3265,True,0.92,0.88
3266,True,0.61,0.68
3267,True,0.81,0.81
3268,True,0.9,0.92
3269,True,0.86,0.83
3270,True,0.98,0.95
3271,True,0.97,0.98
3272,True,0.93,0.94
3273,True,0.79,0.82
3274,True,0.86,0.84
3275,True,0.91,0.92
3276,True,0.91,0.92
3277,True,0.92,0.9
3278,True,0.75,0.77
3279,True,0.92,0.93
3280,True,0.94,0.94
3281,True,0.74,0.77
3282,True,0.98,0.94
3283,True,0.75,0.79
3284,True,0.8,0.89
3285,True,0.7,0.67
3286,True,0.95,0.91
3287,True,0.92,0.94
3288,True,0.93,0.91
3289,True,0.8,0.87
3290,True,0.98,0.95
3291,True,0.97,0.93
3292,True,0.88,0.92
3293,True,0.84,0.9
3294,True,0.85,0.79
3295,True,0.97,0.92
3296,True,0.87,0.86
3297,True,0.65,0.7
3298,True,0.89,0.86
3299,True,0.69,0.64
